Group.1,n
"47095.Other, Non-Hispanic",86
"47095.White, Non-Hispanic",4243
"47097.Black, Non-Hispanic",6635
47097.Hispanic,437
"47097.Other, Non-Hispanic",446
"47097.White, Non-Hispanic",12494
"47099.Black, Non-Hispanic",495
47099.Hispanic,570
"47099.Other, Non-Hispanic",688
"47099.White, Non-Hispanic",30735
"47101.Black, Non-Hispanic",170
47101.Hispanic,179
"47101.Other, Non-Hispanic",186
"47101.White, Non-Hispanic",8864
"47103.Black, Non-Hispanic",1749
47103.Hispanic,739
"47103.Other, Non-Hispanic",563
"47103.White, Non-Hispanic",23284
"47105.Black, Non-Hispanic",371
47105.Hispanic,2739
"47105.Other, Non-Hispanic",860
"47105.White, Non-Hispanic",38074
"47107.Black, Non-Hispanic",1567
47107.Hispanic,1327
"47107.Other, Non-Hispanic",1035
"47107.White, Non-Hispanic",37876
"47109.Black, Non-Hispanic",1194
47109.Hispanic,354
"47109.Other, Non-Hispanic",284
"47109.White, Non-Hispanic",18332
"47111.Black, Non-Hispanic",44
47111.Hispanic,670
"47111.Other, Non-Hispanic",503
"47111.White, Non-Hispanic",16830
"47113.Black, Non-Hispanic",26909
47113.Hispanic,2127
"47113.Other, Non-Hispanic",1789
"47113.White, Non-Hispanic",44772
"47115.Black, Non-Hispanic",580
47115.Hispanic,321
"47115.Other, Non-Hispanic",755
"47115.White, Non-Hispanic",20842
"47117.Black, Non-Hispanic",1854
47117.Hispanic,1027
"47117.Other, Non-Hispanic",337
"47117.White, Non-Hispanic",21943
"47119.Black, Non-Hispanic",8033
47119.Hispanic,3241
"47119.Other, Non-Hispanic",1738
"47119.White, Non-Hispanic",57414
"47121.Black, Non-Hispanic",179
47121.Hispanic,180
"47121.Other, Non-Hispanic",186
"47121.White, Non-Hispanic",9078
"47123.Black, Non-Hispanic",772
47123.Hispanic,1275
"47123.Other, Non-Hispanic",714
"47123.White, Non-Hispanic",33382
"47125.Black, Non-Hispanic",29050
47125.Hispanic,12969
"47125.Other, Non-Hispanic",8360
"47125.White, Non-Hispanic",95959
"47127.Black, Non-Hispanic",115
47127.Hispanic,14
"47127.Other, Non-Hispanic",193
"47127.White, Non-Hispanic",4772
"47129.Black, Non-Hispanic",1235
47129.Hispanic,214
"47129.Other, Non-Hispanic",133
"47129.White, Non-Hispanic",15796
"47131.Black, Non-Hispanic",2358
47131.Hispanic,778
"47131.Other, Non-Hispanic",310
"47131.White, Non-Hispanic",20259
"47133.Black, Non-Hispanic",65
47133.Hispanic,125
"47133.Other, Non-Hispanic",326
"47133.White, Non-Hispanic",16701
"47135.Black, Non-Hispanic",180
47135.Hispanic,52
"47135.Other, Non-Hispanic",237
"47135.White, Non-Hispanic",5733
"47137.Black, Non-Hispanic",9
47137.Hispanic,14
"47137.Other, Non-Hispanic",2
"47137.White, Non-Hispanic",4123
"47139.Black, Non-Hispanic",57
47139.Hispanic,213
"47139.Other, Non-Hispanic",346
"47139.White, Non-Hispanic",12861
"47141.Black, Non-Hispanic",1415
47141.Hispanic,2854
"47141.Other, Non-Hispanic",1657
"47141.White, Non-Hispanic",55354
"47143.Black, Non-Hispanic",603
47143.Hispanic,921
"47143.Other, Non-Hispanic",281
"47143.White, Non-Hispanic",23321
"47145.Black, Non-Hispanic",1062
47145.Hispanic,668
"47145.Other, Non-Hispanic",1093
"47145.White, Non-Hispanic",40237
"47147.Black, Non-Hispanic",3853
47147.Hispanic,2721
"47147.Other, Non-Hispanic",1008
"47147.White, Non-Hispanic",45688
"47149.Black, Non-Hispanic",35376
47149.Hispanic,15522
"47149.Other, Non-Hispanic",12200
"47149.White, Non-Hispanic",174544
"47151.Black, Non-Hispanic",125
47151.Hispanic,147
"47151.Other, Non-Hispanic",175
"47151.White, Non-Hispanic",16214
"47153.Black, Non-Hispanic",32
47153.Hispanic,445
"47153.Other, Non-Hispanic",271
"47153.White, Non-Hispanic",11053
"47155.Black, Non-Hispanic",769
47155.Hispanic,3482
"47155.Other, Non-Hispanic",2284
"47155.White, Non-Hispanic",70638
"47157.Black, Non-Hispanic",366508
47157.Hispanic,33781
"47157.Other, Non-Hispanic",27473
"47157.White, Non-Hispanic",273431
"47159.Black, Non-Hispanic",306
47159.Hispanic,238
"47159.Other, Non-Hispanic",374
"47159.White, Non-Hispanic",14240
"47161.Black, Non-Hispanic",112
47161.Hispanic,258
"47161.Other, Non-Hispanic",368
"47161.White, Non-Hispanic",9823
"47163.Black, Non-Hispanic",2414
47163.Hispanic,1847
"47163.Other, Non-Hispanic",2680
"47163.White, Non-Hispanic",119531
"47165.Black, Non-Hispanic",9933
47165.Hispanic,5522
"47165.Other, Non-Hispanic",3947
"47165.White, Non-Hispanic",120478
"47167.Black, Non-Hispanic",8380
47167.Hispanic,1174
"47167.Other, Non-Hispanic",1175
"47167.White, Non-Hispanic",35573
"47169.Black, Non-Hispanic",941
47169.Hispanic,88
"47169.Other, Non-Hispanic",243
"47169.White, Non-Hispanic",7029
"47171.Black, Non-Hispanic",59
47171.Hispanic,773
"47171.Other, Non-Hispanic",230
"47171.White, Non-Hispanic",13667
"47173.Black, Non-Hispanic",57
47173.Hispanic,209
"47173.Other, Non-Hispanic",283
"47173.White, Non-Hispanic",14694
"47175.Black, Non-Hispanic",16
47175.Hispanic,41
"47175.Other, Non-Hispanic",160
"47175.White, Non-Hispanic",4461
"47177.Black, Non-Hispanic",712
47177.Hispanic,2227
"47177.Other, Non-Hispanic",890
"47177.White, Non-Hispanic",27245
"47179.Black, Non-Hispanic",4327
47179.Hispanic,2778
"47179.Other, Non-Hispanic",3085
"47179.White, Non-Hispanic",92982
"47181.Black, Non-Hispanic",1012
47181.Hispanic,147
"47181.Other, Non-Hispanic",174
"47181.White, Non-Hispanic",12308
"47183.Black, Non-Hispanic",2349
47183.Hispanic,565
"47183.Other, Non-Hispanic",423
"47183.White, Non-Hispanic",23692
"47185.Black, Non-Hispanic",432
47185.Hispanic,437
"47185.Other, Non-Hispanic",225
"47185.White, Non-Hispanic",19737
"47187.Black, Non-Hispanic",7049
47187.Hispanic,6711
"47187.Other, Non-Hispanic",9352
"47187.White, Non-Hispanic",140492
"47189.Black, Non-Hispanic",7136
47189.Hispanic,3478
"47189.Other, Non-Hispanic",3204
"47189.White, Non-Hispanic",90342
"48001.Black, Non-Hispanic",10451
48001.Hispanic,7540
"48001.Other, Non-Hispanic",763
"48001.White, Non-Hispanic",27811
"48003.Black, Non-Hispanic",122
48003.Hispanic,6570
"48003.Other, Non-Hispanic",202
"48003.White, Non-Hispanic",5454
"48005.Black, Non-Hispanic",9497
48005.Hispanic,12102
"48005.Other, Non-Hispanic",1490
"48005.White, Non-Hispanic",41784
"48007.Black, Non-Hispanic",184
48007.Hispanic,4734
"48007.Other, Non-Hispanic",701
"48007.White, Non-Hispanic",14254
"48009.Black, Non-Hispanic",62
48009.Hispanic,477
"48009.Other, Non-Hispanic",157
"48009.White, Non-Hispanic",6135
"48011.Black, Non-Hispanic",5
48011.Hispanic,129
"48011.Other, Non-Hispanic",30
"48011.White, Non-Hispanic",1353
"48013.Black, Non-Hispanic",134
48013.Hispanic,22158
"48013.Other, Non-Hispanic",635
"48013.White, Non-Hispanic",12982
"48015.Black, Non-Hispanic",2043
48015.Hispanic,5127
"48015.Other, Non-Hispanic",366
"48015.White, Non-Hispanic",15097
"48017.Black, Non-Hispanic",33
48017.Hispanic,2946
"48017.Other, Non-Hispanic",137
"48017.White, Non-Hispanic",1923
"48019.Black, Non-Hispanic",154
48019.Hispanic,3161
"48019.Other, Non-Hispanic",347
"48019.White, Non-Hispanic",14745
"48021.Black, Non-Hispanic",4841
48021.Hispanic,20164
"48021.Other, Non-Hispanic",1509
"48021.White, Non-Hispanic",36446
"48023.Black, Non-Hispanic",79
48023.Hispanic,215
"48023.Other, Non-Hispanic",64
"48023.White, Non-Hispanic",2473
"48025.Black, Non-Hispanic",2211
48025.Hispanic,13961
"48025.Other, Non-Hispanic",771
"48025.White, Non-Hispanic",8767
"48027.Black, Non-Hispanic",58659
48027.Hispanic,56352
"48027.Other, Non-Hispanic",12552
"48027.White, Non-Hispanic",124259
"48029.Black, Non-Hispanic",112066
48029.Hispanic,832893
"48029.Other, Non-Hispanic",64618
"48029.White, Non-Hispanic",440899
"48031.Black, Non-Hispanic",3
48031.Hispanic,1579
"48031.Other, Non-Hispanic",367
"48031.White, Non-Hispanic",7431
"48033.Black, Non-Hispanic",0
48033.Hispanic,33
"48033.Other, Non-Hispanic",6
"48033.White, Non-Hispanic",395
"48035.Black, Non-Hispanic",221
48035.Hispanic,2162
"48035.Other, Non-Hispanic",316
"48035.White, Non-Hispanic",11697
"48037.Black, Non-Hispanic",17017
48037.Hispanic,4771
"48037.Other, Non-Hispanic",2283
"48037.White, Non-Hispanic",47153
"48039.Black, Non-Hispanic",37541
48039.Hispanic,73653
"48039.Other, Non-Hispanic",20995
"48039.White, Non-Hispanic",132869
"48041.Black, Non-Hispanic",17179
48041.Hispanic,39814
"48041.Other, Non-Hispanic",14604
"48041.White, Non-Hispanic",105537
"48043.Black, Non-Hispanic",18
48043.Hispanic,3141
"48043.Other, Non-Hispanic",309
"48043.White, Non-Hispanic",3994
"48045.Black, Non-Hispanic",13
48045.Hispanic,398
"48045.Other, Non-Hispanic",54
"48045.White, Non-Hispanic",756
"48047.Black, Non-Hispanic",0
48047.Hispanic,4901
"48047.Other, Non-Hispanic",8
"48047.White, Non-Hispanic",342
"48049.Black, Non-Hispanic",1057
48049.Hispanic,5750
"48049.Other, Non-Hispanic",630
"48049.White, Non-Hispanic",22033
"48051.Black, Non-Hispanic",1794
48051.Hispanic,2486
"48051.Other, Non-Hispanic",151
"48051.White, Non-Hispanic",9612
"48053.Black, Non-Hispanic",632
48053.Hispanic,6730
"48053.Other, Non-Hispanic",897
"48053.White, Non-Hispanic",28316
"48055.Black, Non-Hispanic",2069
48055.Hispanic,15278
"48055.Other, Non-Hispanic",529
"48055.White, Non-Hispanic",14117
"48057.Black, Non-Hispanic",465
48057.Hispanic,7278
"48057.Other, Non-Hispanic",999
"48057.White, Non-Hispanic",7571
"48059.Black, Non-Hispanic",126
48059.Hispanic,923
"48059.Other, Non-Hispanic",300
"48059.White, Non-Hispanic",9406
"48061.Black, Non-Hispanic",1451
48061.Hispanic,255584
"48061.Other, Non-Hispanic",3021
"48061.White, Non-Hispanic",31875
"48063.Black, Non-Hispanic",1632
48063.Hispanic,1898
"48063.Other, Non-Hispanic",198
"48063.White, Non-Hispanic",5755
"48065.Black, Non-Hispanic",27
48065.Hispanic,406
"48065.Other, Non-Hispanic",146
"48065.White, Non-Hispanic",3954
"48067.Black, Non-Hispanic",3911
48067.Hispanic,817
"48067.Other, Non-Hispanic",356
"48067.White, Non-Hispanic",18190
"48069.Black, Non-Hispanic",106
48069.Hispanic,3289
"48069.Other, Non-Hispanic",68
"48069.White, Non-Hispanic",1981
"48071.Black, Non-Hispanic",2355
48071.Hispanic,5939
"48071.Other, Non-Hispanic",727
"48071.White, Non-Hispanic",20698
"48073.Black, Non-Hispanic",5560
48073.Hispanic,7258
"48073.Other, Non-Hispanic",752
"48073.White, Non-Hispanic",25225
"48075.Black, Non-Hispanic",559
48075.Hispanic,1731
"48075.Other, Non-Hispanic",146
"48075.White, Non-Hispanic",3530
"48077.Black, Non-Hispanic",46
48077.Hispanic,447
"48077.Other, Non-Hispanic",273
"48077.White, Non-Hispanic",7509
"48079.Black, Non-Hispanic",132
48079.Hispanic,1117
"48079.Other, Non-Hispanic",24
"48079.White, Non-Hispanic",849
"48081.Black, Non-Hispanic",2
48081.Hispanic,492
"48081.Other, Non-Hispanic",36
"48081.White, Non-Hispanic",2082
"48083.Black, Non-Hispanic",115
48083.Hispanic,1006
"48083.Other, Non-Hispanic",208
"48083.White, Non-Hispanic",5221
"48085.Black, Non-Hispanic",69263
48085.Hispanic,98196
"48085.Other, Non-Hispanic",122850
"48085.White, Non-Hispanic",427548
"48087.Black, Non-Hispanic",211
48087.Hispanic,571
"48087.Other, Non-Hispanic",33
"48087.White, Non-Hispanic",1408
"48089.Black, Non-Hispanic",1992
48089.Hispanic,4126
"48089.Other, Non-Hispanic",143
"48089.White, Non-Hispanic",9971
"48091.Black, Non-Hispanic",2311
48091.Hispanic,26909
"48091.Other, Non-Hispanic",3151
"48091.White, Non-Hispanic",77079
"48093.Black, Non-Hispanic",124
48093.Hispanic,2485
"48093.Other, Non-Hispanic",146
"48093.White, Non-Hispanic",7761
"48095.Black, Non-Hispanic",41
48095.Hispanic,1277
"48095.Other, Non-Hispanic",25
"48095.White, Non-Hispanic",1427
"48097.Black, Non-Hispanic",820
48097.Hispanic,4394
"48097.Other, Non-Hispanic",966
"48097.White, Non-Hispanic",24307
"48099.Black, Non-Hispanic",8361
48099.Hispanic,9725
"48099.Other, Non-Hispanic",4797
"48099.White, Non-Hispanic",34968
"48101.Black, Non-Hispanic",165
48101.Hispanic,249
"48101.Other, Non-Hispanic",83
"48101.White, Non-Hispanic",632
"48103.Black, Non-Hispanic",96
48103.Hispanic,2029
"48103.Other, Non-Hispanic",50
"48103.White, Non-Hispanic",1178
"48105.Black, Non-Hispanic",24
48105.Hispanic,1578
"48105.Other, Non-Hispanic",0
"48105.White, Non-Hispanic",1036
"48107.Black, Non-Hispanic",150
48107.Hispanic,2178
"48107.Other, Non-Hispanic",52
"48107.White, Non-Hispanic",1886
"48109.Black, Non-Hispanic",3
48109.Hispanic,1206
"48109.Other, Non-Hispanic",76
"48109.White, Non-Hispanic",291
"48111.Black, Non-Hispanic",56
48111.Hispanic,2051
"48111.Other, Non-Hispanic",213
"48111.White, Non-Hispanic",2683
"48113.Black, Non-Hispanic",436254
48113.Hispanic,680682
"48113.Other, Non-Hispanic",158519
"48113.White, Non-Hispanic",644074
"48115.Black, Non-Hispanic",957
48115.Hispanic,5091
"48115.Other, Non-Hispanic",143
"48115.White, Non-Hispanic",3306
"48117.Black, Non-Hispanic",122
48117.Hispanic,8724
"48117.Other, Non-Hispanic",217
"48117.White, Non-Hispanic",3804
"48119.Black, Non-Hispanic",335
48119.Hispanic,260
"48119.Other, Non-Hispanic",95
"48119.White, Non-Hispanic",3337
"48121.Black, Non-Hispanic",61998
48121.Hispanic,107426
"48121.Other, Non-Hispanic",68360
"48121.White, Non-Hispanic",387125
"48123.Black, Non-Hispanic",1511
48123.Hispanic,5022
"48123.Other, Non-Hispanic",32
"48123.White, Non-Hispanic",9168
"48125.Black, Non-Hispanic",50
48125.Hispanic,467
"48125.Other, Non-Hispanic",11
"48125.White, Non-Hispanic",1230
"48127.Black, Non-Hispanic",4
48127.Hispanic,6340
"48127.Other, Non-Hispanic",167
"48127.White, Non-Hispanic",858
"48129.Black, Non-Hispanic",146
48129.Hispanic,264
"48129.Other, Non-Hispanic",55
"48129.White, Non-Hispanic",2208
"48131.Black, Non-Hispanic",149
48131.Hispanic,7420
"48131.Other, Non-Hispanic",1
"48131.White, Non-Hispanic",798
"48133.Black, Non-Hispanic",502
48133.Hispanic,2040
"48133.Other, Non-Hispanic",188
"48133.White, Non-Hispanic",11720
"48135.Black, Non-Hispanic",5646
48135.Hispanic,63641
"48135.Other, Non-Hispanic",2174
"48135.White, Non-Hispanic",40664
"48137.Black, Non-Hispanic",0
48137.Hispanic,884
"48137.Other, Non-Hispanic",2
"48137.White, Non-Hispanic",749
"48139.Black, Non-Hispanic",12807
48139.Hispanic,29347
"48139.Other, Non-Hispanic",3179
"48139.White, Non-Hispanic",81882
"48141.Black, Non-Hispanic",20709
48141.Hispanic,491651
"48141.Other, Non-Hispanic",13449
"48141.White, Non-Hispanic",80751
"48143.Black, Non-Hispanic",641
48143.Hispanic,5853
"48143.Other, Non-Hispanic",713
"48143.White, Non-Hispanic",25883
"48145.Black, Non-Hispanic",3265
48145.Hispanic,2798
"48145.Other, Non-Hispanic",166
"48145.White, Non-Hispanic",7404
"48147.Black, Non-Hispanic",1681
48147.Hispanic,2622
"48147.Other, Non-Hispanic",1044
"48147.White, Non-Hispanic",21872
"48149.Black, Non-Hispanic",1162
48149.Hispanic,3415
"48149.Other, Non-Hispanic",245
"48149.White, Non-Hispanic",15161
"48151.Black, Non-Hispanic",83
48151.Hispanic,923
"48151.Other, Non-Hispanic",53
"48151.White, Non-Hispanic",1926
"48153.Black, Non-Hispanic",157
48153.Hispanic,2238
"48153.Other, Non-Hispanic",59
"48153.White, Non-Hispanic",1809
"48155.Black, Non-Hispanic",14
48155.Hispanic,203
"48155.Other, Non-Hispanic",19
"48155.White, Non-Hispanic",808
"48157.Black, Non-Hispanic",114422
48157.Hispanic,126983
"48157.Other, Non-Hispanic",120857
"48157.White, Non-Hispanic",191461
"48159.Black, Non-Hispanic",381
48159.Hispanic,972
"48159.Other, Non-Hispanic",107
"48159.White, Non-Hispanic",6669
"48161.Black, Non-Hispanic",2423
48161.Hispanic,1950
"48161.Other, Non-Hispanic",365
"48161.White, Non-Hispanic",10488
"48163.Black, Non-Hispanic",576
48163.Hispanic,11654
"48163.Other, Non-Hispanic",201
"48163.White, Non-Hispanic",2709
"48165.Black, Non-Hispanic",313
48165.Hispanic,5312
"48165.Other, Non-Hispanic",128
"48165.White, Non-Hispanic",7498
"48167.Black, Non-Hispanic",31187
48167.Hispanic,55883
"48167.Other, Non-Hispanic",12844
"48167.White, Non-Hispanic",151709
"48169.Black, Non-Hispanic",306
48169.Hispanic,2630
"48169.Other, Non-Hispanic",145
"48169.White, Non-Hispanic",2027
"48171.Black, Non-Hispanic",29
48171.Hispanic,4051
"48171.Other, Non-Hispanic",327
"48171.White, Non-Hispanic",16723
"48173.Black, Non-Hispanic",0
48173.Hispanic,464
"48173.Other, Non-Hispanic",0
"48173.White, Non-Hispanic",703
"48175.Black, Non-Hispanic",247
48175.Hispanic,1967
"48175.Other, Non-Hispanic",63
"48175.White, Non-Hispanic",3651
"48177.Black, Non-Hispanic",1022
48177.Hispanic,6807
"48177.Other, Non-Hispanic",170
"48177.White, Non-Hispanic",7142
"48179.Black, Non-Hispanic",953
48179.Hispanic,4138
"48179.Other, Non-Hispanic",396
"48179.White, Non-Hispanic",11196
"48181.Black, Non-Hispanic",5676
48181.Hispanic,10692
"48181.Other, Non-Hispanic",4529
"48181.White, Non-Hispanic",79017
"48183.Black, Non-Hispanic",18125
48183.Hispanic,13571
"48183.Other, Non-Hispanic",2884
"48183.White, Non-Hispanic",56928
"48185.Black, Non-Hispanic",3422
48185.Hispanic,4493
"48185.Other, Non-Hispanic",355
"48185.White, Non-Hispanic",13402
"48187.Black, Non-Hispanic",9940
48187.Hispanic,42035
"48187.Other, Non-Hispanic",4001
"48187.White, Non-Hispanic",62654
"48189.Black, Non-Hispanic",1304
48189.Hispanic,13401
"48189.Other, Non-Hispanic",506
"48189.White, Non-Hispanic",9408
"48191.Black, Non-Hispanic",172
48191.Hispanic,701
"48191.Other, Non-Hispanic",71
"48191.White, Non-Hispanic",1426
"48193.Black, Non-Hispanic",66
48193.Hispanic,684
"48193.Other, Non-Hispanic",201
"48193.White, Non-Hispanic",5650
"48195.Black, Non-Hispanic",16
48195.Hispanic,1656
"48195.Other, Non-Hispanic",16
"48195.White, Non-Hispanic",2199
"48197.Black, Non-Hispanic",190
48197.Hispanic,563
"48197.Other, Non-Hispanic",116
"48197.White, Non-Hispanic",2255
"48199.Black, Non-Hispanic",2296
48199.Hispanic,2150
"48199.Other, Non-Hispanic",747
"48199.White, Non-Hispanic",37567
"48201.Black, Non-Hispanic",649639
48201.Hispanic,1334135
"48201.Other, Non-Hispanic",302802
"48201.White, Non-Hispanic",1114162
"48203.Black, Non-Hispanic",10658
48203.Hispanic,4933
"48203.Other, Non-Hispanic",997
"48203.White, Non-Hispanic",33092
"48205.Black, Non-Hispanic",425
48205.Hispanic,1085
"48205.Other, Non-Hispanic",195
"48205.White, Non-Hispanic",2746
"48207.Black, Non-Hispanic",201
48207.Hispanic,1238
"48207.Other, Non-Hispanic",103
"48207.White, Non-Hispanic",3139
"48209.Black, Non-Hispanic",6976
48209.Hispanic,58315
"48209.Other, Non-Hispanic",4946
"48209.White, Non-Hispanic",93761
"48211.Black, Non-Hispanic",22
48211.Hispanic,770
"48211.Other, Non-Hispanic",30
"48211.White, Non-Hispanic",1912
"48213.Black, Non-Hispanic",4136
48213.Hispanic,6475
"48213.Other, Non-Hispanic",1269
"48213.White, Non-Hispanic",51726
"48215.Black, Non-Hispanic",3280
48215.Hispanic,518486
"48215.Other, Non-Hispanic",7376
"48215.White, Non-Hispanic",44295
"48217.Black, Non-Hispanic",1664
48217.Hispanic,4692
"48217.Other, Non-Hispanic",605
"48217.White, Non-Hispanic",20406
"48219.Black, Non-Hispanic",564
48219.Hispanic,7393
"48219.Other, Non-Hispanic",340
"48219.White, Non-Hispanic",8736
"48221.Black, Non-Hispanic",319
48221.Hispanic,4570
"48221.Other, Non-Hispanic",1094
"48221.White, Non-Hispanic",40047
